no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,no_of_special_requests,booking_status,lead_time,avg_price_per_room
2,0,1,3,1,0,0,9,5,0,0,0,1,1,0.27635300022701875,0.40175765458123114
2,0,0,3,0,0,0,11,3,0,0,0,0,1,2.6696138250065453,-0.5181175644054568
2,0,2,2,0,0,1,3,11,0,0,0,0,1,-0.41611332978533155,-0.7203049028068931
2,0,2,2,1,0,0,9,4,0,0,0,0,1,1.0903046512941674,0.11931274673800338
1,0,5,11,0,0,0,4,11,0,5,0,0,1,-0.9627972745319239,-0.3329077887705531
2,0,0,2,1,0,0,6,22,0,0,0,1,1,-0.4890045224182105,-0.5150307348115418
2,0,2,5,1,0,0,3,5,0,0,0,0,1,-0.41611332978533155,-1.2975420368690094
2,0,1,2,1,0,0,3,7,0,0,0,0,1,-0.9020546140045247,-0.8268005237969628
2,0,0,2,1,0,0,2,19,0,0,0,0,1,-0.671232504000408,-0.9487302927566077
2,0,0,3,0,0,0,3,24,0,0,0,0,1,-0.6226383755784887,0.6517908516883513
2,1,0,1,0,0,0,11,5,0,0,0,1,1,-0.889906081899045,1.36484848788273
2,0,2,5,0,0,1,9,24,0,0,0,0,1,-0.5618957150510895,1.2710088682277125
2,1,0,1,0,0,0,10,7,0,0,0,2,1,0.08197648653934146,0.48510205361693787
2,0,0,4,0,0,1,12,13,0,0,0,0,1,2.5238314397407873,-0.589114645065503
2,0,1,2,0,0,0,10,7,0,0,0,0,1,3.0826639165928595,-0.7959322278578121
2,0,1,0,0,0,0,9,5,0,0,0,0,1,-0.7441236966332869,-0.36562818246605283
2,0,2,3,0,0,0,5,13,0,0,0,0,1,2.32945492605311,-1.3824298507016737
2,0,0,3,0,0,0,10,12,0,0,0,0,1,0.2520559360160591,-0.9502737075535652
2,0,1,2,0,0,0,10,14,0,0,0,0,1,1.8070680455174772,-0.4872492684663061
2,0,0,3,0,0,0,9,8,0,0,0,1,1,1.1996414402434858,0.1301166503167059
2,0,0,2,0,0,1,10,27,0,0,0,0,1,0.2156103396996196,-0.04274580694253728
2,0,1,2,0,0,0,10,14,0,0,0,0,1,1.8070680455174772,-0.4872492684663061
2,0,0,1,0,0,0,6,23,0,0,0,0,1,-0.9142031461100045,-0.45638097252715554
2,0,1,2,0,0,0,10,14,0,3,0,0,1,1.8070680455174772,-0.4872492684663061
2,0,1,2,0,0,0,9,19,0,0,0,0,1,0.9080766697119699,1.1796387122478265
2,2,0,2,0,1,2,8,16,0,0,0,0,1,-0.8656090176880853,3.6799706833190253
2,0,0,1,1,0,0,4,2,0,0,0,0,1,-0.41611332978533155,-0.7928453982638972
2,0,1,2,2,0,0,9,30,0,0,0,0,1,2.8032476781668234,1.673531447274236
2,0,0,1,0,0,1,4,2,0,0,0,0,1,-0.37966773346889204,0.5406649863074089
2,0,3,6,1,0,0,12,26,0,0,0,0,1,2.7910991460613435,-1.14597870380778
2,2,1,5,0,0,2,8,8,0,0,0,0,1,1.6369885960407597,1.6411197365381276
2,0,2,4,0,0,0,4,27,0,0,0,0,1,0.9202252018174497,-0.4872492684663061
1,0,2,4,0,0,0,6,12,0,0,0,0,1,-0.1852912197812148,0.4387996097082119
1,0,0,2,2,0,0,10,16,0,0,0,0,1,0.2156103396996196,-0.7959322278578121
2,0,0,1,1,0,0,6,23,0,5,0,1,1,-0.8413119534771256,-0.5181175644054568
2,0,1,1,1,0,0,6,18,0,4,0,0,1,0.08197648653934146,0.3184132555455244
2,0,2,2,0,0,1,9,10,0,0,0,0,1,1.9164048344667957,0.09307469518972511
2,0,0,1,0,0,0,4,6,0,0,0,0,1,0.2520559360160591,-0.9502737075535652
2,0,0,4,2,0,0,9,21,0,0,0,1,1,2.5724255681627066,0.3461947218907601
2,0,1,1,2,0,0,7,30,0,0,0,1,1,2.6331682286901055,0.28445813001245895
3,0,0,2,0,0,0,7,9,0,0,0,0,1,-0.7319751645278071,-0.17856630907480012
1,0,0,3,0,0,0,11,9,0,0,0,1,1,-0.3918162655743719,0.6237007023837239
2,0,0,3,0,0,0,11,3,0,0,0,0,1,2.6696138250065453,-0.5181175644054568
1,0,2,7,0,0,0,7,15,0,0,0,1,1,-0.2703309445195736,-1.1663517791276194
2,0,2,9,0,0,0,4,27,0,0,0,0,1,0.2642044681215389,-0.10479108178023015
3,0,2,5,0,0,1,8,14,0,0,0,2,1,1.394017953931163,0.6740160247645397
2,0,1,3,0,0,0,12,1,0,4,0,0,1,2.4995343755298274,-0.9826854182896732
2,1,2,3,0,0,0,8,21,0,0,0,0,1,-0.7562722287387668,2.0130827026048927
2,1,0,3,0,0,0,7,20,0,0,0,0,1,0.7865913486571716,0.6703118292518414
2,0,0,3,0,0,0,9,8,0,0,0,1,1,1.1996414402434858,0.1301166503167059
2,0,1,2,1,0,0,11,25,0,0,0,1,1,-0.4647074582072509,-0.8206268646091326
1,0,4,11,0,0,1,11,5,0,0,0,1,1,-0.7076781003168475,0.7959457937241842
2,0,1,3,0,0,0,9,26,0,0,0,0,1,2.0135930913106344,-0.3329077887705531
3,0,0,3,0,0,1,10,26,0,0,0,2,1,0.9566707981338892,0.5406649863074089
2,0,1,0,0,0,0,7,24,0,0,0,0,1,0.045530890222901965,-0.014964340597302003
2,0,1,3,0,0,0,3,24,0,0,0,1,1,-0.0638058987264165,-0.45792438732411295
1,0,0,2,0,0,0,6,15,0,0,0,0,1,1.260384100770885,0.747482569099718
2,0,0,3,0,0,3,3,30,0,0,0,0,1,0.47072951391469603,-0.48971873214143813
2,0,4,10,0,0,0,8,2,0,0,0,0,1,1.4790576786695218,-0.45792438732411295
2,0,0,1,2,0,0,7,13,0,5,0,0,1,-1.023539935059323,3.216946244231766
2,0,0,2,2,0,0,6,15,0,0,0,1,1,2.086484283943513,0.28445813001245895
1,0,0,2,0,0,0,4,19,0,0,0,0,1,0.2277588718050994,0.28445813001245895
2,2,2,2,0,0,2,3,27,0,0,0,0,1,-0.13669709135929548,1.5426498724922373
1,0,2,2,1,0,0,9,18,0,0,0,0,1,1.7706224492010378,0.11931274673800338
2,0,0,3,0,0,0,11,3,0,0,0,0,1,2.6696138250065453,-0.5181175644054568
1,0,2,1,0,0,0,10,15,0,0,0,0,1,0.9566707981338892,0.28445813001245895
2,1,1,1,0,1,0,7,23,0,0,0,2,1,0.8351854770790909,0.7629167170692933
2,0,1,3,0,0,0,9,5,0,0,0,0,1,-0.7076781003168475,0.6610513404700964
1,0,0,1,0,0,4,10,6,0,0,0,0,1,-0.9263516782154844,2.0016614331074067
2,1,2,4,0,0,1,8,24,0,0,0,1,1,0.13057061496126077,0.790698183414529
3,0,1,3,2,0,1,7,18,0,1,0,1,1,-0.6469354397894483,3.2354672217952563
3,0,0,2,0,0,1,10,7,0,0,0,0,1,1.1510473118215665,1.0962943132121201
2,0,2,1,0,0,0,10,1,0,0,0,1,1,1.1510473118215665,0.09616152478364043
2,0,0,2,0,0,0,6,17,0,1,0,0,1,1.9528504307832353,-0.9502737075535652
1,0,1,3,0,0,0,5,30,0,0,0,0,1,-0.45255892610177106,-0.5181175644054568
2,0,2,3,2,0,1,7,9,0,0,0,0,1,0.3127985965434582,1.4574533757001817
2,0,0,2,0,0,0,8,24,0,0,0,0,1,0.8473340091845707,0.1239429911288757
2,0,1,1,1,0,0,2,27,0,0,0,1,1,-0.5740442471565693,-1.1262229944067237
2,0,2,5,0,0,1,5,28,0,4,0,1,1,-0.33107360504697275,1.0685128468668843
2,0,2,5,0,0,1,7,11,0,0,0,1,1,1.2482355686654052,-0.19554387184133284
2,0,2,2,0,0,0,3,20,0,0,0,0,1,-0.29462800873053324,-0.9502737075535652
1,0,0,3,0,0,0,11,1,0,0,0,0,1,0.9931163944503287,0.1301166503167059
2,0,0,3,0,0,1,9,20,0,0,0,0,1,0.397838321281817,1.1518572459025906
2,0,0,1,1,0,0,9,29,0,2,0,2,1,1.9407018986777553,-0.2279555825774409
2,0,0,2,0,0,1,6,1,0,0,0,1,1,0.7744428165516918,0.29063178920028915
2,0,1,3,0,0,0,5,9,0,0,0,0,1,0.8473340091845707,-1.0552259137466773
1,0,2,4,0,0,1,4,30,0,0,0,0,1,-0.8777575497935651,1.4985082092992525
1,0,1,0,1,0,0,3,6,0,5,0,0,1,-0.9020546140045247,-0.8268005237969628
2,0,0,3,0,0,0,8,9,0,0,0,2,1,2.3051578618421504,0.03751176249925411
2,0,0,3,0,0,3,8,25,0,0,0,0,1,1.1388987797160866,-0.5252172724714614
2,0,0,2,0,0,0,10,6,0,2,0,1,1,0.8473340091845707,0.40175765458123114
2,0,0,1,0,0,1,6,11,0,0,0,0,1,-0.8048663571606861,1.5500582635176336
3,0,0,1,0,0,1,4,27,0,0,0,0,1,-0.7927178250552063,1.8896095188482902
3,0,1,1,0,0,0,8,22,0,0,0,0,1,1.0538590549777278,0.9851684478311773
2,0,0,1,1,0,0,9,15,0,5,0,1,1,-0.8656090176880853,-0.17856630907480012
2,0,0,3,0,0,0,5,12,0,0,0,0,1,-0.3918162655743719,0.6517908516883513
3,0,2,3,0,0,1,10,30,0,2,0,0,1,0.8108884128681313,0.5239961065002677
2,1,1,5,0,0,0,8,17,0,1,0,2,1,-0.9749458066374037,0.8762033631659756
2,0,1,3,0,0,0,5,2,0,0,0,0,1,0.9688193302393691,-0.19554387184133284
1,0,0,2,0,0,0,10,19,0,0,0,0,1,-0.08810296293737616,0.23506885650981815
3,0,1,3,2,0,4,8,4,0,0,0,0,1,-0.9627972745319239,3.797270207887798
2,0,1,2,0,0,0,8,8,0,0,0,0,1,0.5314721744420952,0.26285032285505344
2,0,2,5,0,0,0,3,28,0,5,0,1,1,1.187492908138006,-0.27302329464860103
2,0,0,3,0,0,1,3,10,0,0,0,0,1,-0.28247947662505346,-0.5705936675020128
2,0,0,2,2,0,0,7,1,0,3,0,0,1,2.098632816048993,-0.1322638651660742
3,0,2,1,0,0,1,10,29,0,0,0,2,1,1.6855827244626789,0.7073537843788218
2,0,0,2,2,0,0,8,18,0,0,0,1,1,2.8639903386942223,0.28445813001245895
2,0,1,2,0,0,0,6,20,0,1,0,0,1,1.321126761298284,0.4387996097082119
2,0,1,3,1,0,0,12,26,0,0,0,0,1,-0.3432221371524526,-0.5366385419689469
2,0,0,3,0,0,0,9,21,0,0,0,1,1,2.2687122655257106,-0.13751147547572987
2,0,2,0,0,0,1,2,28,0,5,0,0,1,-0.5011530545236904,-0.4594678021210704
1,0,0,2,0,0,1,8,17,0,0,0,0,1,0.3370956607544179,0.790698183414529
2,0,1,2,0,0,0,8,1,0,6,0,0,1,1.041710522872248,-0.014964340597302003
2,0,2,1,0,0,0,10,2,0,0,0,2,1,1.3454238255092437,0.09616152478364043
2,0,0,4,1,0,0,4,12,0,0,0,0,1,-0.10025149504285599,-0.7727810059034492
2,0,1,3,0,0,1,9,5,0,7,0,1,1,-0.29462800873053324,0.5616554275460315
2,0,1,2,1,0,0,5,9,0,0,0,1,1,-0.3553706692579324,0.3184132555455244
2,0,0,5,0,0,1,8,2,0,4,0,0,1,0.28850153233249853,0.4573205872717021
2,0,1,2,2,0,0,5,13,0,0,0,0,1,2.730356485533944,-0.1476980131356495
1,0,2,1,1,0,0,10,2,0,0,0,1,1,-0.6469354397894483,0.26285032285505344
2,0,0,2,1,0,0,6,8,0,0,0,1,1,-0.9627972745319239,0.09924835437755532
2,0,0,2,1,0,0,10,18,0,7,0,1,1,-0.1488456234647753,0.06838005843840471
2,0,1,0,0,0,0,8,15,0,7,0,0,1,-1.023539935059323,3.40215601986667
2,0,2,0,0,0,0,4,24,0,0,0,0,1,0.7501457523407321,-0.3329077887705531
2,0,4,10,0,0,0,9,7,0,4,0,1,1,1.4547606144585623,0.4341693653173392
1,0,2,1,0,0,0,2,28,0,0,0,0,1,-1.011391402953843,-1.413298146640824
1,0,0,1,0,0,0,12,8,0,7,0,1,1,0.20346180759413976,-1.2975420368690094
2,0,0,1,0,0,0,4,6,0,8,0,0,1,0.2520559360160591,-0.9502737075535652
2,0,1,1,1,0,0,3,12,0,0,0,0,1,-0.4768559903127307,-1.0706600617162527
2,0,0,3,0,0,1,8,24,0,0,0,1,1,0.9809678623448489,0.21654787894632752
2,0,0,2,0,0,1,5,27,0,4,0,1,1,0.9202252018174497,0.6965498808001193
2,0,2,1,0,0,0,9,11,0,0,0,0,1,-0.2703309445195736,0.9296055151407067
2,0,0,4,0,0,0,3,22,0,3,0,2,1,-0.08810296293737616,-0.3112999816131476
2,0,2,2,0,0,0,11,25,0,0,0,1,1,0.8594825412900505,-0.6415907481620592
2,0,0,1,1,0,0,6,9,0,0,0,0,1,-0.16099415557025515,0.3184132555455244
2,0,1,1,0,0,3,8,27,0,5,0,0,1,1.1631958439270462,-0.5252172724714614
2,0,0,2,0,0,0,5,17,0,0,0,0,1,-0.24603388030861395,1.056165528491224
1,0,2,1,0,0,0,2,28,0,0,0,0,1,-1.011391402953843,-1.413298146640824
2,0,0,2,0,0,1,10,5,0,0,0,1,1,1.2239385044544455,0.5128835199621735
2,0,2,9,0,0,1,3,15,0,0,0,0,1,0.2642044681215389,0.15388523818985175
2,0,0,3,1,0,0,6,21,0,7,0,0,1,-0.2338853482031341,-0.5150307348115418
2,0,1,1,0,0,1,4,30,0,0,0,0,1,-0.2703309445195736,1.0685128468668843
3,0,0,5,0,0,5,10,4,0,5,0,0,1,-0.9627972745319239,3.8176432832076372
1,0,1,4,0,0,0,6,29,0,0,0,0,1,0.7258486881297724,-0.7727810059034492
2,0,2,3,0,0,0,11,17,0,4,0,1,1,-0.36751920136341226,-0.5366385419689469
2,0,0,3,0,0,0,5,5,0,0,0,0,1,0.38568978917633717,-0.014964340597302003
3,0,0,4,0,0,1,3,23,0,0,0,1,1,-0.5375986508401298,1.2213109117656795
2,0,2,3,0,0,0,5,13,0,7,0,0,1,2.32945492605311,-1.3824298507016737
2,0,0,1,0,0,0,3,23,0,0,0,0,1,-0.6469354397894483,0.6517908516883513
2,0,0,4,1,0,0,10,12,0,0,0,1,1,2.0743357518380336,-0.6591856768473747
2,0,0,3,0,0,0,6,7,0,0,0,0,1,1.5640974034078807,0.747482569099718
2,0,2,1,2,0,0,8,1,0,0,0,0,1,0.397838321281817,-0.3483419367401284
2,1,0,1,0,0,1,4,2,0,9,0,1,1,-0.9627972745319239,1.164204564278251
1,0,1,0,0,0,0,10,10,0,0,0,0,1,0.32494712864893804,0.4387996097082119
2,0,0,2,2,0,0,9,13,0,4,0,1,1,3.179852173436698,0.28445813001245895
2,0,0,3,0,0,0,8,23,0,7,0,0,1,1.539800339196921,-0.8876110667970895
3,0,2,3,0,0,1,3,27,0,0,0,0,1,-0.950648742426444,1.7043997432133866
1,0,2,2,0,0,1,10,2,0,0,0,1,1,-0.6104898434730088,1.0407313805216487
2,0,0,3,0,0,0,11,3,0,0,0,0,1,2.6696138250065453,-0.5181175644054568
2,0,1,0,1,0,0,7,17,0,0,0,0,1,0.9809678623448489,-0.3483419367401284
2,0,0,4,0,0,0,10,5,0,7,0,1,1,1.7463253849900782,-0.09059166564822106
3,0,1,1,0,0,1,11,26,0,0,0,1,1,0.13057061496126077,0.6240093853431156
2,0,2,3,1,0,0,12,24,0,5,0,1,1,0.28850153233249853,-0.2711711968922519
2,0,2,2,1,0,0,5,22,0,0,0,0,1,-0.598341311367529,-0.23721607135918643
2,0,0,3,0,0,0,6,7,0,0,0,0,1,1.5640974034078807,0.747482569099718
1,0,2,1,0,0,0,10,15,0,0,0,0,1,0.10627355075030112,0.28445813001245895
2,0,0,1,1,0,0,7,2,0,4,0,0,1,0.6651060276023733,-0.6261566001924839
1,0,2,5,0,0,1,5,24,0,0,0,0,1,-1.011391402953843,1.3043466278419946
2,0,0,1,2,0,0,10,16,0,0,0,0,1,0.19131327548865992,0.06838005843840471
2,0,0,2,2,0,0,7,21,0,0,0,0,1,2.5238314397407873,0.28445813001245895
2,0,0,2,0,0,0,8,5,0,0,0,2,1,1.0052649265558085,-0.014964340597302003
2,1,1,4,0,0,0,10,12,0,6,0,1,1,-0.13669709135929548,0.901824048795471
2,0,0,1,1,0,0,2,13,0,0,0,1,1,-0.9992428708483634,-0.8268005237969628
2,0,0,1,0,0,0,6,14,0,0,0,0,1,-0.8048663571606861,0.16098494625585652
2,0,0,1,0,0,0,4,30,0,0,0,0,1,-0.5011530545236904,0.6517908516883513
2,0,0,2,0,0,0,6,17,0,4,0,0,1,1.9528504307832353,-0.9502737075535652
2,0,2,4,0,0,0,7,21,0,6,0,0,1,0.5800663028640145,-0.1081865943335367
2,0,1,2,0,0,0,9,19,0,0,0,0,1,2.3780490544750292,0.1301166503167059
2,0,0,2,0,0,0,10,18,0,0,0,1,1,1.260384100770885,-0.008790681409471795
2,0,2,2,0,0,0,10,23,0,0,0,0,1,2.5845741002681866,-0.45792438732411295
2,0,2,2,0,0,0,12,30,0,0,0,2,1,2.0135930913106344,-0.6678287997103369
2,0,0,2,2,0,0,10,16,0,7,0,0,1,0.2156103396996196,-0.1322638651660742
2,0,2,3,0,0,0,8,15,0,0,0,1,1,0.10627355075030112,-0.6261566001924839
2,0,2,3,0,0,0,9,18,0,4,0,1,1,-0.8291634213716458,1.5006689900149928
3,0,0,1,0,0,0,7,28,0,0,0,2,1,1.187492908138006,0.7073537843788218
2,0,1,2,2,0,1,6,20,0,0,0,0,1,0.27635300022701875,2.1242085679858347
2,0,2,3,2,0,0,8,26,0,0,0,1,1,-0.5497471829456096,1.8297250247263381
2,0,2,4,2,0,0,7,16,0,8,0,0,1,0.8837796055010102,0.04646356832160798
3,0,1,2,2,0,0,3,25,0,0,0,0,1,0.9323737339229295,0.747482569099718
2,0,1,2,0,0,0,4,22,0,0,0,1,1,-0.2581824124140938,-0.014964340597302003
2,0,1,0,1,0,0,10,9,0,0,0,1,1,0.23990740391057924,0.06838005843840471
1,0,0,2,0,0,0,6,15,0,0,0,0,1,1.260384100770885,0.747482569099718
2,0,1,2,0,0,0,9,5,0,0,0,2,1,1.466909146564042,0.6517908516883513
2,1,1,2,0,0,1,5,13,0,0,0,0,1,0.08197648653934146,1.0685128468668843
2,0,2,2,0,0,0,7,24,0,0,0,0,1,-0.2338853482031341,-0.014964340597302003
2,0,0,2,2,0,0,10,16,0,0,0,0,1,0.2156103396996196,-0.1322638651660742
2,0,0,3,0,0,0,11,3,0,0,0,0,1,2.6696138250065453,-0.5181175644054568
2,0,0,2,2,0,0,9,13,0,0,0,1,1,3.179852173436698,0.28445813001245895
2,0,0,3,2,0,1,8,31,0,0,0,0,1,-0.4890045224182105,1.5963607074263595
2,0,2,2,0,0,4,10,7,0,0,0,0,1,-0.9263516782154844,2.1674241823006457
2,0,2,2,1,0,0,3,11,0,0,0,0,1,-0.5375986508401298,-1.0706600617162527
2,0,1,4,0,0,0,10,5,0,7,0,0,1,2.31730639394763,-0.4872492684663061
2,0,0,2,0,0,0,6,17,0,5,0,0,1,1.9528504307832353,-0.9502737075535652
3,0,2,4,0,0,5,5,20,0,0,0,0,1,-0.950648742426444,2.8193625925355064
1,0,2,4,0,0,0,2,20,0,5,0,0,1,-0.671232504000408,-0.9990456151374231
2,0,2,5,0,0,1,12,27,0,0,0,2,1,0.3492441928598977,0.22426495293111517
3,0,1,3,0,0,1,10,13,0,0,0,0,1,1.8556621739393966,0.8934896088919
2,2,2,3,0,0,3,9,4,0,0,0,0,1,-0.52545011873465,3.183917167576875
2,0,0,1,2,0,0,9,4,0,0,0,0,1,1.6369885960407597,0.06838005843840471
2,0,1,0,1,0,0,8,15,0,0,0,1,1,1.6855827244626789,-0.6261566001924839
1,0,0,1,0,0,0,5,24,0,0,0,0,1,-1.023539935059323,0.901824048795471
2,1,2,5,0,0,0,8,23,0,0,0,2,1,1.3697208897202033,0.2017310968955351
2,0,1,2,0,0,0,10,9,0,3,0,0,1,-0.22173681609765428,-0.9502737075535652
3,0,0,3,0,0,0,3,31,0,0,0,0,1,-0.6590839718949282,1.3741089766644756
2,0,1,1,0,0,0,8,13,0,0,0,0,1,1.260384100770885,-0.014964340597302003
2,0,2,1,2,0,0,7,11,0,0,0,0,1,0.1427191470667406,-0.3483419367401284
3,0,0,2,0,0,1,4,29,0,6,0,0,1,-0.8413119534771256,2.198292478239796
2,0,1,1,1,0,0,12,5,0,0,0,0,1,0.2156103396996196,-0.8206268646091326
3,0,2,5,0,0,1,8,16,0,0,0,0,1,0.7744428165516918,0.9987504980444034
2,0,2,1,2,0,0,7,11,0,0,0,0,1,0.1427191470667406,-0.3483419367401284
2,0,0,2,2,0,0,8,19,0,0,0,0,1,2.5116829076353073,0.28445813001245895
2,0,0,1,1,0,0,9,24,0,3,0,0,1,-1.011391402953843,2.2908973660572483
2,0,0,2,2,0,0,8,18,0,0,0,1,1,2.8639903386942223,0.28445813001245895
1,0,0,2,0,0,0,6,15,0,0,0,0,1,1.260384100770885,0.747482569099718
3,0,0,4,2,0,1,8,16,0,0,0,0,1,0.5071751102311355,2.77707302709887
1,0,0,2,0,0,0,8,12,0,5,0,1,1,-0.9749458066374037,-0.5489858603446073
2,0,2,2,1,0,0,7,30,0,0,0,0,1,1.5033547428804814,-0.7727810059034492
2,0,2,3,0,0,0,5,20,0,0,0,0,1,1.5519488713024008,-0.8576688197361133
3,0,3,9,0,0,0,8,1,0,0,0,1,1,0.8594825412900505,0.9021327317548622
2,0,2,5,1,0,0,10,24,0,6,0,0,1,1.4426120823530824,-0.6261566001924839
2,0,2,1,2,0,0,8,22,0,0,0,0,1,0.6529574954968934,-0.3483419367401284
1,0,2,4,0,0,0,6,12,0,7,0,0,1,-0.1852912197812148,0.4387996097082119
2,0,1,3,0,0,1,4,4,0,0,0,0,1,-0.41611332978533155,0.19802690138283732
2,0,0,2,2,0,0,7,21,0,0,0,0,1,2.5238314397407873,0.28445813001245895
2,0,0,3,0,0,0,7,7,0,0,0,0,1,0.397838321281817,0.26285032285505344
2,0,0,3,0,0,0,4,28,0,0,0,0,1,-0.3189250729414929,0.4387996097082119
1,0,0,2,0,0,0,6,15,0,0,0,0,1,1.260384100770885,0.747482569099718
1,0,2,6,0,0,0,4,8,0,0,0,0,1,-0.08810296293737616,-0.7727810059034492
2,2,2,5,2,0,2,4,3,0,0,0,0,1,-0.16099415557025515,3.0243280775714663
1,0,0,3,2,0,0,6,16,0,0,0,0,1,0.7987398807626515,-1.1046151872493182
2,0,0,2,2,0,0,6,15,0,3,0,1,1,2.086484283943513,0.28445813001245895
2,0,0,3,0,0,1,3,17,0,0,0,1,1,-0.4647074582072509,0.0313381033114239
2,0,2,1,0,0,1,9,25,0,0,0,0,1,-0.4890045224182105,1.3463275103192398
2,0,0,2,1,0,0,3,22,0,0,0,0,1,-0.950648742426444,-0.5181175644054568
2,0,1,2,0,0,0,12,2,0,0,0,2,1,1.7827709813065176,-0.8484083309543683
1,0,0,3,0,0,0,9,29,0,0,0,2,1,1.6612856602517194,0.2998922779820342
1,0,2,1,0,0,0,2,28,0,0,0,0,1,0.38568978917633717,-1.3824298507016737
2,0,1,2,0,0,1,11,21,0,5,0,0,1,2.9125844671161416,-0.5705936675020128
2,0,0,3,0,0,1,10,20,0,0,0,2,1,0.08197648653934146,0.8184796497597647
2,0,2,2,0,0,1,9,3,0,0,0,0,1,-0.4039647976798517,1.0339403554150355
2,0,1,2,0,0,0,3,4,0,6,0,0,1,-0.7927178250552063,-0.9613862940916593
2,0,2,1,2,0,0,11,13,0,0,0,0,1,0.6043633670749742,0.5684464526526446
2,0,0,1,0,0,0,3,23,0,0,0,0,1,-0.6469354397894483,0.6517908516883513
2,0,0,1,1,0,0,10,29,0,8,0,0,1,0.9202252018174497,-0.7928453982638972
3,0,1,1,0,0,1,9,19,0,0,0,0,1,1.0174134586612884,1.651923640116831
3,0,2,5,0,0,1,7,13,0,0,0,2,1,0.823036944973611,0.7490259838966759
2,0,2,8,0,0,0,9,20,0,4,0,0,1,1.406166486036643,0.7332831529677084
2,0,1,1,1,0,0,4,18,0,0,0,0,1,-0.7441236966332869,-0.5181175644054568
2,0,1,3,0,0,0,9,26,0,0,0,0,1,2.0135930913106344,-0.3329077887705531
2,2,0,2,0,0,2,10,7,0,2,0,1,1,1.4547606144585623,2.3186788324024836
3,0,0,4,0,0,1,6,1,0,0,0,1,1,-0.28247947662505346,1.651923640116831
2,0,1,3,1,0,0,4,14,0,5,0,0,1,-0.17314268767573496,-0.510400490420669
2,0,2,2,0,0,0,8,26,0,0,0,0,1,0.7137001560242926,-0.2927790040496574
2,0,2,2,0,0,0,11,27,0,0,0,0,1,1.1631958439270462,-0.6415907481620592
2,0,2,1,0,0,1,10,15,0,7,0,0,1,0.5679177707585347,0.8184796497597647
2,0,0,2,2,0,0,7,1,0,7,0,0,1,2.098632816048993,-0.1322638651660742
2,0,2,0,0,0,0,7,31,0,0,0,2,1,1.527651807091441,-0.2927790040496574
3,0,0,2,0,0,2,8,30,0,0,0,1,1,1.6369885960407597,1.4571446927407905
2,0,0,5,0,0,1,10,11,0,0,0,0,1,0.5314721744420952,0.8184796497597647
2,0,2,1,2,0,0,8,8,0,0,0,0,1,0.4828780460201758,-0.3483419367401284
2,0,0,2,2,0,0,7,17,0,0,0,0,1,2.2930093297366705,0.09924835437755532
1,0,2,4,0,0,0,6,12,0,0,0,0,1,-0.1852912197812148,0.4387996097082119
2,0,2,1,0,0,0,10,29,0,0,0,0,1,1.3697208897202033,-0.2927790040496574
2,0,2,3,0,0,1,11,5,0,0,0,1,1,-0.6469354397894483,0.6838938794650676
2,0,1,4,1,0,0,3,7,0,0,0,1,1,-0.9870943387428835,-0.40699169902451476
2,2,2,3,0,0,3,8,14,0,0,0,1,1,2.0378901555215942,1.7855833615333525
1,0,1,2,0,0,1,5,30,0,0,0,0,1,-0.817014889266166,-0.11219947280562613
2,0,0,2,2,0,0,10,16,0,0,0,0,1,0.2156103396996196,-0.1322638651660742
2,2,0,3,0,0,2,7,26,0,0,0,1,1,1.394017953931163,1.9297383035691864
1,0,0,3,1,0,0,10,25,0,0,0,0,1,-0.7684207608442466,-0.6971536808525302
2,0,1,3,0,0,0,12,26,0,0,0,0,1,2.1350784123654325,-0.9826854182896732
2,0,0,1,2,0,0,10,16,0,0,0,0,1,0.19131327548865992,0.06838005843840471
2,0,2,1,1,0,0,2,13,0,0,0,0,1,-0.5618957150510895,-1.1817859270971947
2,0,2,3,0,0,3,10,16,0,0,0,0,1,2.4387917150024285,-0.7400606122079495
2,0,2,1,1,0,0,7,5,0,0,0,0,1,-0.16099415557025515,-1.5429449895852567
2,0,2,3,0,0,0,5,20,0,0,0,0,1,1.5519488713024008,-0.8576688197361133
2,0,0,2,0,0,0,9,9,0,0,0,1,1,-1.011391402953843,1.1179021203695252
1,0,2,1,0,0,0,2,28,0,0,0,0,1,0.38568978917633717,-1.3824298507016737
3,0,1,5,0,0,1,7,26,0,0,0,0,1,0.543620706547575,0.8363832614044715
2,1,2,6,0,0,0,8,2,0,0,0,1,1,1.2239385044544455,0.2767410560276713
1,0,1,0,0,0,0,10,30,0,3,0,0,1,-0.24603388030861395,-0.5150307348115418
1,0,1,2,0,0,4,11,14,0,0,0,0,1,2.1593754765763924,0.006643466560103507
2,0,0,2,0,0,0,4,15,0,0,0,0,1,0.4585809818092162,-0.6415907481620592
2,0,0,2,2,0,0,8,18,0,0,0,1,1,2.8639903386942223,0.28445813001245895
2,0,0,3,0,0,1,10,26,0,0,0,0,1,0.033382358117422135,-0.04274580694253728
1,0,0,3,0,0,0,11,1,0,0,0,0,1,0.9931163944503287,0.1301166503167059
1,0,1,2,0,0,0,2,12,0,0,0,1,1,-0.9142031461100045,-0.6415907481620592
